52;3462.00;9.50;587.00;small
52;3185.00;9.50;498.00;big
52;3039.00;9.50;691.00;big
53;2326.00;9.50;587.00;small
53;2603.00;9.50;498.00;small
53;2735.00;9.50;687.00;big
53;2505.00;9.50;623.00;big
54;2672.00;9.50;140.00;small
54;2924.00;9.50;639.00;small
54;2864.00;9.50;394.00;big
54;3116.00;9.50;140.00;big
55;4419.00;9.50;218.00;small
55;3454.00;9.50;188.00;small
55;4762.00;9.50;156.00;big
55;4060.00;9.50;258.00;big
56;1026.00;9.50;156.00;small
56;1369.00;9.50;218.00;small
56;2334.00;9.50;188.00;big
56;1728.00;9.50;258.00;big
57;5090.00;9.50;158.00;small
57;5461.00;9.50;202.00;small
57;697.00;9.50;158.00;big
57;198.00;9.50;214.00;big
58;3956.00;9.50;512.00;small
58;3622.00;9.50;561.00;small
58;3789.00;9.50;380.00;big
58;3511.00;9.50;333.00;big
59;2277.00;9.50;333.00;small
59;1999.00;9.50;380.00;small
59;1832.00;9.50;512.00;big
59;2166.00;9.50;561.00;big
60;4223.00;9.50;816.00;small
60;4603.00;9.50;527.00;small
60;4604.00;9.50;867.00;big
60;4335.00;9.50;521.00;big
61;1184.00;9.50;867.00;small
61;1453.00;9.50;521.00;small
61;1185.00;9.50;527.00;big
61;1565.00;9.50;816.00;big
62;4943.00;9.50;959.00;small
62;4536.00;9.50;984.00;small
62;4820.00;9.50;1063.00;big
62;4785.00;9.50;776.00;big
63;1003.00;9.50;777.00;small
63;860.00;9.50;827.00;small
63;1072.00;9.50;1118.00;big
63;1252.00;9.50;984.00;big
64;5113.00;9.50;663.00;small
64;4904.00;9.50;676.00;small
64;4921.00;9.50;470.00;big
64;5084.00;9.50;380.00;big
65;703.00;9.50;380.00;small
65;941.00;9.50;666.00;small
65;720.00;9.50;776.00;big
65;866.00;9.50;470.00;big
66;5601.00;9.50;1012.00;small
66;5067.00;9.50;776.00;small
66;5276.00;9.50;886.00;big
66;5078.00;9.50;939.00;big
67;118.00;9.50;534.00;small
67;5617.00;9.50;770.00;small
67;5295.00;9.50;580.00;big
67;38.00;9.50;711.00;big
68;562.00;9.50;434.00;small
68;528.00;9.50;722.00;small
68;238.00;9.50;801.00;big
68;302.00;9.50;474.00;big
69;2879.00;11.30;1093.00;small
69;2805.00;11.30;1029.00;small
69;2883.00;12.57;1015.00;big
69;2964.00;11.23;1050.00;big
70;2754.58;22.90;1168.43;big
70;2802.08;21.60;1177.83;small
71;2985.83;19.10;1179.66;big
71;3034.34;21.20;1172.36;small
72;2803.00;11.98;1197.00;small
72;2801.00;11.30;1210.00;small
72;2773.00;11.40;1203.00;big
73;3015.00;11.53;1203.00;small
73;2987.00;11.30;1210.00;small
73;2985.00;11.82;1197.00;big
